33.230473,-97.161850
33.230476,-97.161842
33.230480,-97.161850
33.230476,-97.161850
33.230465,-97.161873
33.230473,-97.161942
33.230545,-97.161934
33.230705,-97.161942
33.230766,-97.161919
33.230766,-97.161545
33.230755,-97.161156
33.230717,-97.161026
33.230358,-97.161018
33.230167,-97.161003
33.230103,-97.160995
33.230087,-97.160995
33.229752,-97.160980
33.229187,-97.161018
33.228416,-97.161026
33.227516,-97.161064
33.226643,-97.161095
33.225605,-97.161125
33.224541,-97.161163
33.223633,-97.161194
33.222584,-97.161232
33.221573,-97.161270
33.220768,-97.161301
33.220024,-97.161667
33.219532,-97.162010
33.219109,-97.162033
33.219002,-97.161964
33.218960,-97.161507
33.218941,-97.160637
33.218933,-97.159622
33.218884,-97.158684
33.218842,-97.157570
33.218819,-97.156479
33.218815,-97.155556
33.218819,-97.154579
33.218788,-97.153717
33.218784,-97.152786
33.218769,-97.152077
33.218765,-97.151314
33.218742,-97.150711
33.218750,-97.150528
33.218746,-97.150024
33.218719,-97.149246
33.218704,-97.148460
33.218681,-97.147552
33.218651,-97.146828
33.218582,-97.146355
33.218010,-97.146385
33.217274,-97.146393
33.216396,-97.146408
33.215839,-97.146431
33.215771,-97.146423
33.215782,-97.146431
33.215717,-97.146461
33.215656,-97.147018
33.215660,-97.147835
33.215649,-97.148926
33.215630,-97.149887
33.215626,-97.150322
33.215488,-97.150314
33.215225,-97.150253
33.215202,-97.149963
33.215218,-97.149940
33.215221,-97.149925
